

Trajectories
100
,,Carre:Ante_braco1,,,Carre:Ante_braco2,,,Carre:braco2,,,Carre:caneta1,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3468,0,46.9355,-147.426,254.763,172.869,-47.5643,122.082,94.039,93.4694,90.7109,21.7526,217.741,204.572
3469,0,46.9927,-147.507,254.794,172.939,-47.6107,121.968,94.0525,93.2612,90.7103,21.8588,217.507,204.611
3470,0,46.983,-147.56,254.801,172.994,-47.8103,122.049,94.0489,93.0474,90.6923,21.7871,217.358,204.577
3471,0,47.0098,-147.614,254.8,173.048,-47.9575,122.033,94.0841,92.8666,90.7652,21.7537,217.144,204.558
3472,0,47.0468,-147.687,254.841,173.059,-48.1021,122.023,94.0906,92.7032,90.7417,21.7948,216.863,204.614
3473,0,47.0543,-147.714,254.89,173.094,-48.2273,122.018,94.1369,92.5551,90.7607,21.7605,216.832,204.545
3474,0,47.079,-147.773,254.888,173.112,-48.3247,122.016,94.1774,92.4402,90.8084,21.7935,216.693,204.537
3475,0,47.105,-147.83,254.931,173.137,-48.4155,122.01,94.2139,92.3013,90.8339,21.7175,216.656,204.486
3476,0,47.136,-148.13,255.161,173.175,-48.4892,122.011,94.2545,92.1774,90.8199,21.6618,216.538,204.473
3477,0,47.073,-148.17,255.124,173.172,-48.6122,122.05,94.271,92.0651,90.8326,21.6865,216.426,204.508
3478,0,47.0453,-148.231,255.185,173.16,-48.7008,122.046,94.2775,91.9894,90.8587,21.7106,216.324,204.512
3479,0,47.0712,-148.279,255.225,173.113,-48.763,122.026,94.3053,91.9416,90.8605,21.777,216.181,204.524
3480,0,47.1392,-148.322,255.29,173.102,-48.7868,122.087,94.2823,91.8868,90.865,21.7762,216.125,204.539
3481,0,47.0792,-148.354,255.254,173.096,-48.8521,122.096,94.2783,91.8554,90.8704,21.7612,216.106,204.501
3482,0,47.0593,-148.373,255.268,173.081,-48.8291,122.107,94.2717,91.8208,90.8781,21.7306,216.135,204.474
3483,0,47.069,-148.408,255.295,173.057,-48.9559,122.085,94.2994,91.8206,90.8714,21.6484,216.164,204.435
3484,0,47.0859,-148.415,255.281,173.071,-48.9943,122.087,94.3036,91.7525,90.9021,21.575,216.304,204.381
3485,0,47.096,-148.444,255.315,173.066,-49.0462,122.075,94.3037,91.7019,90.8993,21.5018,216.327,204.332
3486,0,47.08,-148.448,255.269,173.115,-49.0556,122.053,94.3063,91.6277,90.8719,21.4457,216.266,204.322
3487,0,47.1241,-148.468,255.317,173.189,-49.0688,122.104,94.3742,91.5768,90.8986,21.351,216.178,204.307
3488,0,47.131,-148.462,255.285,173.206,-49.0924,122.104,94.4134,91.4899,90.8861,21.3946,215.962,204.345
3489,0,47.1055,-148.475,255.265,173.273,-49.1602,122.098,94.3759,91.3725,90.9268,21.4487,215.815,204.337
3490,0,47.1427,-148.469,255.309,173.296,-49.2488,122.062,94.4577,91.3048,90.9416,21.503,215.662,204.39
3491,0,47.1597,-148.506,255.293,173.341,-49.341,122.059,94.455,91.2266,90.9543,21.5201,215.559,204.269
3492,0,47.1418,-148.495,255.289,173.399,-49.415,122.064,94.509,91.067,90.926,21.4864,215.54,204.262
3493,0,47.2048,-148.498,255.344,173.418,-49.5265,122.067,94.5291,90.8745,90.9377,21.4626,215.369,204.244
3494,0,47.2732,-148.329,255.222,173.455,-49.6344,122.04,94.5555,90.686,90.9339,21.4157,215.21,204.191
3495,0,47.198,-148.559,255.321,173.518,-49.7637,122.005,94.5982,90.5317,90.9203,21.379,215.053,204.176
3496,0,47.2203,-148.578,255.362,173.581,-49.876,121.98,94.6143,90.3233,90.8867,21.3472,214.772,204.258
3497,0,47.2211,-148.633,255.324,173.666,-50.0121,121.948,94.5919,90.0496,90.854,21.3789,214.486,204.277
3498,0,47.2859,-148.686,255.338,173.725,-50.1278,121.909,94.6032,89.82,90.8631,21.3137,214.282,204.297
3499,0,47.2828,-148.747,255.337,173.823,-50.2526,121.896,94.5882,89.6162,90.8631,21.4112,213.94,204.34
3500,0,47.2897,-148.809,255.364,173.902,-50.3694,121.883,94.6317,89.3931,90.8971,21.3924,213.71,204.366
3501,0,47.4176,-148.617,255.265,173.971,-50.5637,121.879,94.6926,89.1757,90.8936,21.4337,213.521,204.324
3502,0,47.464,-148.673,255.352,174.046,-50.7455,121.804,94.7365,88.9459,90.9268,21.4402,213.466,204.31
3503,0,47.4089,-148.712,255.289,174.134,-50.906,121.801,94.7387,88.7437,90.9276,21.3525,213.274,204.252
3504,0,47.4367,-148.799,255.32,174.13,-51.1427,121.801,94.7814,88.5532,90.9658,21.3215,213.041,204.278
3505,0,47.4453,-148.817,255.338,174.177,-51.3117,121.782,94.7715,88.3893,90.9367,21.2788,212.766,204.303
3506,0,47.5,-148.868,255.381,174.225,-51.4288,121.812,94.7862,88.2562,90.919,21.1854,212.507,204.271
3507,0,47.5013,-148.908,255.392,174.256,-51.5442,121.791,94.7766,88.0886,90.9451,21.1256,212.242,204.284
3508,0,47.5117,-148.998,255.43,174.268,-51.6292,121.788,94.7703,87.9398,90.9039,21.0689,212.05,204.314
3509,0,47.4826,-149.067,255.468,174.302,-51.7337,121.791,94.7861,87.7958,90.9198,21.0067,211.924,204.268
3510,0,47.4974,-149.059,255.454,174.33,-51.803,121.8,94.8548,87.6762,90.9137,20.9809,211.794,204.287
3511,0,47.4692,-149.107,255.457,174.356,-51.9141,121.804,94.8449,87.548,90.9386,21.0036,211.584,204.286
3512,0,47.5146,-149.122,255.46,174.408,-51.9991,121.844,94.8584,87.4267,90.9493,20.9882,211.461,204.279
3513,0,47.5179,-149.197,255.477,174.416,-52.0912,121.865,94.9206,87.3518,90.9849,21.0132,211.329,204.296
3514,0,47.5059,-149.26,255.484,174.473,-52.1683,121.849,94.8915,87.1914,90.9905,20.9842,211.211,204.297
3515,0,47.5417,-149.279,255.518,174.527,-52.2592,121.841,94.9189,87.0334,90.9828,20.9061,211.137,204.268
3516,0,47.5932,-149.288,255.527,174.541,-52.398,121.834,94.9679,86.8476,91.0197,20.8641,210.918,204.283
3517,0,47.6017,-149.316,255.529,174.617,-52.5697,121.871,94.9409,86.6467,91.0206,20.825,210.691,204.295
3518,0,47.5883,-149.364,255.542,174.675,-52.7123,121.893,94.9591,86.4763,91.0118,20.811,210.523,204.28
3519,0,47.604,-149.384,255.549,174.728,-52.8985,121.914,94.9792,86.2674,91.0612,20.863,210.208,204.277
3520,0,47.6692,-149.437,255.568,174.839,-53.0925,121.941,95.0546,86.0672,91.0505,20.9143,209.986,204.283
3521,0,47.7094,-149.484,255.563,174.871,-53.3316,121.928,95.0543,85.8477,91.0643,20.8927,209.852,204.225
3522,0,47.7,-149.525,255.564,174.928,-53.5297,121.923,95.1089,85.5698,91.0503,20.9388,209.557,204.214
3523,0,47.775,-149.578,255.576,175.002,-53.79,121.924,95.1238,85.2481,91.0472,20.8996,209.263,204.275
3524,0,47.781,-149.64,255.55,175.09,-54.0144,121.924,95.1778,84.9666,91.063,20.8905,209.06,204.226
3525,0,47.8956,-149.703,255.614,175.191,-54.2118,121.948,95.1791,84.6336,91.022,20.875,208.744,204.207
3526,0,48.275,-149.465,255.82,175.301,-54.3951,121.917,95.2015,84.3449,90.9446,20.8326,208.429,204.235
3527,0,48.0496,-149.825,255.643,175.43,-54.5938,121.859,95.2957,84.0631,90.9632,20.8591,208.096,204.113
3528,0,48.09,-149.848,255.628,175.54,-54.8186,121.844,95.3123,83.8358,90.9364,20.8015,207.914,204.058
3529,0,48.1143,-149.971,255.645,175.687,-55.0324,121.822,95.3639,83.5628,90.9241,20.9164,207.509,204.074
3530,0,48.1866,-150.058,255.682,175.768,-55.2263,121.848,95.4218,83.2864,90.9252,20.8682,207.347,204.039
3531,0,48.2412,-150.144,255.712,175.849,-55.4047,121.823,95.5005,83.0967,90.9535,20.978,207.039,204.034
3532,0,47.9332,-150.622,255.805,175.928,-55.616,121.822,95.5128,82.8523,90.9342,20.9651,206.763,204.052
3533,0,47.9563,-150.695,255.813,175.986,-55.8073,121.822,95.5313,82.6097,90.9804,20.9264,206.528,204.036
3534,0,47.9865,-150.768,255.861,176.034,-55.9939,121.821,95.5635,82.4041,90.996,20.9234,206.247,204.071
3535,0,48.001,-150.836,255.865,176.111,-56.1488,121.802,95.5924,82.1919,90.9962,20.8999,206.006,204.02
3536,0,47.9692,-150.894,255.875,176.159,-56.2748,121.843,95.6216,82.0252,90.9864,20.8917,205.802,204.061
3537,0,48.0403,-150.945,255.894,176.176,-56.3725,121.794,95.6135,81.8443,90.9987,20.9499,205.625,204.058
3538,0,48.0776,-151.012,255.899,176.263,-56.4556,121.804,95.6241,81.7005,91.0118,20.9323,205.537,204.028
3539,0,48.085,-151.062,255.896,176.302,-56.5422,121.822,95.6373,81.5847,91.0379,20.9449,205.448,204.047
3540,0,48.153,-151.124,255.918,176.313,-56.6167,121.826,95.6266,81.4696,91.0346,20.9084,205.354,204.019
3541,0,48.1299,-151.16,255.907,176.346,-56.6361,121.846,95.6401,81.3296,91.0537,20.8092,205.333,203.996
3542,0,48.0919,-151.204,255.862,176.41,-56.7229,121.887,95.5687,81.2114,91.0394,20.7061,205.226,203.981
3543,0,48.1544,-151.248,255.905,176.452,-56.7542,121.845,95.5802,81.0145,91.1029,20.6572,205.142,203.967
3544,0,48.1555,-151.262,255.876,176.512,-56.842,121.849,95.6045,80.8724,91.073,20.6106,204.989,203.97
3545,0,48.1395,-151.297,255.841,176.587,-56.8882,121.887,95.6137,80.7343,91.048,20.5689,204.799,203.993
3546,0,48.1963,-151.288,255.874,176.644,-56.9784,121.861,95.6206,80.5477,91.0559,20.5861,204.562,204.051
3547,0,48.2711,-151.333,255.872,176.683,-57.0792,121.842,95.6815,80.4183,91.0611,20.6472,204.277,204.144
3548,0,48.2766,-151.349,255.881,176.728,-57.1903,121.838,95.7235,80.2432,91.0682,20.7822,204.056,204.131
3549,0,48.3004,-151.405,255.893,176.784,-57.304,121.863,95.749,80.1722,91.0681,20.8493,203.86,204.105
3550,0,48.2755,-151.459,255.857,176.825,-57.4294,121.864,95.8268,80.0447,91.1004,20.8076,203.802,204.066
3551,0,48.3773,-151.487,255.93,176.861,-57.5515,121.882,95.8448,79.8634,91.0484,20.7843,203.623,204.052
3552,0,48.4043,-151.499,255.909,176.962,-57.6844,121.89,95.9146,79.6528,91.0293,20.6945,203.561,203.961
3553,0,48.4015,-151.526,255.936,177.015,-57.8235,121.875,95.9837,79.5455,91.0537,20.6657,203.512,203.9
3554,0,48.4374,-151.558,255.973,177.054,-57.9963,121.849,95.9796,79.3495,91.0117,20.7082,203.368,203.876
3555,0,48.4249,-151.591,255.961,177.095,-58.1759,121.84,95.9544,79.0918,90.9706,20.6729,203.203,203.85
3556,0,48.4823,-151.613,255.966,177.131,-58.3513,121.86,95.9655,78.8468,90.9885,20.7197,203.004,203.818
3557,0,48.4783,-151.644,255.973,177.165,-58.5266,121.788,96.0167,78.6961,90.9491,20.7214,202.745,203.816
3558,0,48.4886,-151.669,255.968,177.246,-58.7478,121.795,96.016,78.4951,90.9498,20.7573,202.516,203.785
3559,0,48.4844,-151.713,255.939,177.303,-58.9007,121.762,96.1037,78.3403,90.9579,20.728,202.163,203.866
3560,0,48.6377,-151.488,255.808,177.377,-59.1318,121.767,96.1117,78.1134,90.914,20.7456,201.765,203.91
3561,0,48.6408,-151.525,255.8,177.445,-59.3282,121.787,96.1536,77.8821,90.9112,20.6978,201.641,203.869
3562,0,48.5971,-151.852,255.94,177.513,-59.5163,121.759,96.1947,77.6721,90.9044,20.7901,201.371,203.883
3563,0,48.7784,-151.657,255.842,177.581,-59.691,121.767,96.2509,77.4423,90.8545,20.8503,201.077,203.988
3564,0,48.6869,-151.699,255.804,177.658,-59.8451,121.788,96.316,77.2721,90.8841,20.85,200.897,203.927
3565,0,48.66,-151.752,255.804,177.71,-60.0126,121.777,96.3419,77.1165,90.8645,20.9777,200.694,203.952
3566,0,48.6904,-151.828,255.798,177.823,-60.1216,121.812,96.3131,77.1563,90.7748,20.9597,200.517,203.91
3567,0,48.6875,-151.901,255.788,177.819,-60.2754,121.802,96.369,77.0217,90.7787,20.9299,200.422,203.913
3568,0,48.7005,-151.962,255.755,177.843,-60.3821,121.787,96.4328,76.6961,90.8674,20.8359,200.153,203.948
3569,0,48.7426,-152.016,255.731,177.908,-60.4968,121.795,96.4414,76.5531,90.885,20.7289,200.136,203.86
3570,0,48.7273,-152.1,255.704,177.915,-60.6139,121.748,96.3975,76.3454,90.8358,20.706,199.865,203.928
3571,0,48.7517,-152.118,255.682,177.945,-60.7558,121.748,96.4235,76.1894,90.838,20.7191,199.617,203.916
3572,0,48.7754,-152.136,255.687,177.974,-60.8209,121.752,96.4088,76.0377,90.8486,20.6845,199.544,203.882
3573,0,48.7622,-152.18,255.673,178.041,-60.9019,121.725,96.3534,75.8024,90.8753,20.7428,199.357,203.892
3574,0,48.7992,-152.188,255.664,178.066,-60.9837,121.724,96.3454,75.5965,90.8972,20.7917,199.285,203.864
3575,0,48.8263,-152.186,255.678,178.075,-61.0661,121.73,96.3793,75.4279,90.927,20.7543,199.202,203.808
3576,0,48.8265,-152.181,255.652,178.119,-61.1274,121.7,96.3865,75.3185,90.9454,20.6621,199.145,203.76
3577,0,48.8788,-152.199,255.634,178.135,-61.1855,121.71,96.3616,75.1136,90.9321,20.6762,198.945,203.753
3578,0,48.8547,-152.255,255.669,178.159,-61.2507,121.711,96.3425,74.9301,90.9616,20.6381,198.853,203.723
3579,0,48.8639,-152.311,255.664,178.209,-61.3221,121.716,96.3695,74.8534,90.9991,20.685,198.695,203.741
3580,0,48.92,-152.328,255.66,178.221,-61.3893,121.708,96.3983,74.7142,90.9735,20.7441,198.47,203.772
3581,0,48.9178,-152.356,255.66,178.244,-61.464,121.699,96.4013,74.5933,90.9824,20.7791,198.275,203.864
3582,0,48.8869,-152.39,255.649,178.255,-61.5459,121.695,96.4599,74.519,90.9979,20.8857,198.127,203.875
3583,0,48.9083,-152.415,255.661,178.278,-61.6066,121.714,96.485,74.4434,91.0019,20.9786,198.021,203.876
3584,0,48.9055,-152.432,255.66,178.26,-61.7164,121.697,96.4827,74.2912,91.0098,20.951,198.026,203.8
3585,0,48.941,-152.448,255.643,178.302,-61.7995,121.668,96.4858,74.1833,91.0011,20.8606,197.993,203.749
3586,0,48.928,-152.49,255.658,178.366,-61.893,121.652,96.5103,74.0607,90.9973,20.7629,197.93,203.725
3587,0,48.9199,-152.495,255.67,178.409,-62.0126,121.641,96.5337,73.9307,90.9978,20.6538,197.853,203.713
3588,0,48.9403,-152.542,255.676,178.508,-62.0821,121.662,96.5732,73.7852,90.9956,20.7042,197.567,203.776
3589,0,48.9615,-152.533,255.676,178.526,-62.2023,121.635,96.6225,73.677,90.9872,20.6914,197.425,203.755
3590,0,48.9535,-152.567,255.683,178.592,-62.3557,121.587,96.7094,73.5273,90.9957,20.773,197.232,203.782
3591,0,48.9685,-152.553,255.647,178.663,-62.5385,121.549,96.7917,73.4029,90.9532,20.835,196.895,203.824
3592,0,49.0113,-152.624,255.668,178.805,-62.7077,121.551,96.868,73.2147,90.963,20.8022,196.783,203.794
3593,0,48.9807,-152.604,255.582,178.891,-62.9176,121.512,96.9369,73.047,90.9552,20.8182,196.479,203.763
3594,0,49.0528,-152.65,255.611,178.995,-63.1189,121.48,96.999,72.7943,90.873,20.7212,196.246,203.733
3595,0,49.083,-152.697,255.595,179.069,-63.338,121.447,96.9936,72.4823,90.8958,20.7097,195.91,203.735
3596,0,49.1057,-152.697,255.575,179.142,-63.5977,121.468,96.9866,72.214,90.8912,20.7141,195.598,203.751
3597,0,49.1337,-152.758,255.55,179.243,-63.7676,121.471,97.0224,71.897,90.9035,20.771,195.259,203.746
3598,0,49.1665,-152.819,255.586,179.317,-63.96,121.501,97.0326,71.5228,90.875,20.8309,194.954,203.724
3599,0,49.1885,-152.898,255.549,179.415,-64.104,121.525,97.0027,71.1872,90.918,20.8536,194.612,203.756
3600,0,49.2306,-152.969,255.547,179.474,-64.2484,121.533,96.9946,70.8721,90.9204,20.7656,194.332,203.741
3601,0,49.2473,-153.043,255.534,179.522,-64.4648,121.53,96.9904,70.6185,90.9555,20.7778,194.06,203.767
3602,0,49.2962,-153.164,255.568,179.597,-64.6107,121.544,97.0157,70.324,90.9708,20.7352,193.77,203.775
3603,0,49.3498,-153.232,255.606,179.623,-64.781,121.479,97.0943,70.1105,90.9998,20.7324,193.441,203.795
3604,0,49.358,-153.322,255.612,179.649,-64.9324,121.478,97.0314,69.8255,90.8406,20.7698,193.273,203.801
3605,0,49.4046,-153.435,255.663,179.701,-65.0983,121.44,97.1545,69.7091,90.9785,20.8222,193.004,203.807
3606,0,49.423,-153.56,255.693,179.77,-65.2743,121.443,97.2262,69.5296,91.0042,20.8864,192.801,203.763
3607,0,49.4716,-153.596,255.703,179.809,-65.4728,121.375,97.278,69.3485,90.9734,20.8654,192.615,203.719
3608,0,49.4979,-153.706,255.719,179.912,-65.6307,121.346,97.2875,69.1006,90.9818,20.8331,192.39,203.67
3609,0,49.528,-153.764,255.712,179.96,-65.8191,121.33,97.2927,68.8459,90.9276,20.8104,192.106,203.673
3610,0,49.5924,-153.871,255.71,180.098,-65.9948,121.31,97.3038,68.6033,90.929,20.7472,191.802,203.663
3611,0,49.6147,-153.968,255.707,180.171,-66.1786,121.306,97.3399,68.3672,90.9411,20.839,191.463,203.753
3612,0,49.5893,-154.045,255.691,180.238,-66.2963,121.266,97.328,68.141,90.9097,20.8959,191.153,203.727
3613,0,49.6475,-154.132,255.705,180.285,-66.4597,121.254,97.3549,67.9234,90.9205,20.9226,190.949,203.718
3614,0,49.6614,-154.257,255.69,180.374,-66.6269,121.286,97.3708,67.6457,90.9187,20.99,190.693,203.741
3615,0,49.6726,-154.366,255.673,180.458,-66.7548,121.282,97.4095,67.4205,90.9288,20.9628,190.584,203.701
3616,0,49.7111,-154.453,255.694,180.511,-66.9123,121.284,97.4363,67.1747,90.9557,20.9444,190.46,203.659
3617,0,49.7044,-154.513,255.684,180.575,-67.0716,121.299,97.4578,66.9931,90.9542,20.8542,190.362,203.644
3618,0,49.7259,-154.575,255.651,180.592,-67.2383,121.3,97.5037,66.8172,90.9833,20.7643,190.207,203.642
3619,0,49.7424,-154.672,255.669,180.651,-67.3539,121.353,97.5425,66.6574,90.9907,20.7432,190.04,203.587
3620,0,49.7251,-154.742,255.672,180.707,-67.52,121.377,97.5583,66.4932,90.9902,20.7496,189.877,203.621
3621,0,49.7072,-154.784,255.659,180.749,-67.7105,121.378,97.6238,66.3763,90.9508,20.8324,189.701,203.59
3622,0,49.7695,-154.832,255.693,180.78,-67.8562,121.406,97.6449,66.1846,90.9678,20.8818,189.521,203.581
3623,0,49.7666,-154.93,255.717,180.824,-68.0242,121.4,97.6711,66.0478,90.9916,20.9166,189.413,203.541
3624,0,49.7626,-155.035,255.703,180.866,-68.2561,121.466,97.7363,65.8846,90.9854,20.8817,189.17,203.526
3625,0,49.8235,-155.13,255.737,180.87,-68.4153,121.447,97.7255,65.6868,91.0181,20.8572,188.981,203.495
3626,0,49.8063,-155.154,255.695,180.899,-68.5904,121.437,97.7748,65.4613,91.0117,20.8486,188.755,203.505
3627,0,49.8352,-155.224,255.743,180.943,-68.7535,121.438,97.7957,65.2155,91.0624,20.8934,188.541,203.47
3628,0,49.8197,-155.297,255.719,180.955,-68.9713,121.376,97.7777,64.9267,91.0248,20.8708,188.295,203.46
3629,0,49.8236,-155.375,255.711,180.977,-69.1344,121.322,97.7585,64.5842,91.0038,20.9007,187.96,203.491
3630,0,49.8653,-155.462,255.735,181.047,-69.3522,121.307,97.735,64.2529,91.008,20.8849,187.655,203.466
3631,0,49.919,-155.529,255.746,181.165,-69.5331,121.239,97.7252,63.8681,91.0219,20.8575,187.31,203.471
3632,0,49.9232,-155.595,255.711,181.258,-69.7868,121.201,97.7643,63.5265,91.043,20.8158,186.819,203.469
3633,0,49.9699,-155.661,255.719,181.407,-70.0292,121.153,97.8047,63.1173,91.008,20.7789,186.501,203.47
3634,0,49.9944,-155.752,255.715,181.528,-70.2586,121.135,97.8982,62.826,91.0342,20.8026,186.077,203.489
3635,0,50.0478,-155.853,255.734,181.65,-70.5127,121.1,97.9844,62.5249,91.0257,20.722,185.679,203.459
3636,0,50.1243,-155.896,255.73,181.735,-70.7155,121.016,98.1163,62.2726,91.0223,20.7117,185.31,203.445
3637,0,50.1466,-155.985,255.76,181.856,-70.9433,121.05,98.1894,61.917,91.0228,20.7302,184.993,203.459
3638,0,50.1604,-156.105,255.779,181.959,-71.1495,121.038,98.1946,61.6191,91.0227,20.7956,184.753,203.426
3639,0,50.1822,-156.197,255.776,182.014,-71.4583,121,98.2214,61.3016,90.9991,20.7922,184.57,203.366
3640,0,50.1897,-156.276,255.773,182.1,-71.728,120.987,98.2873,61.0242,90.9806,20.8562,184.267,203.374
3641,0,50.2291,-156.359,255.795,182.166,-72.0098,120.977,98.2412,60.6715,91.0098,20.8218,183.944,203.381
3642,0,50.1915,-156.48,255.799,182.235,-72.2679,120.987,98.2887,60.3912,91.0059,20.7572,183.61,203.354
3643,0,50.2369,-156.584,255.828,182.262,-72.4817,120.977,98.2886,60.1147,91.0143,20.7778,183.206,203.378
3644,0,50.2423,-156.66,255.828,182.311,-72.6906,120.984,98.305,59.7885,91.0522,20.6834,182.771,203.393
3645,0,50.2582,-156.738,255.842,182.33,-72.8463,120.961,98.3384,59.5255,91.073,20.5959,182.409,203.386
3646,0,50.2695,-156.809,255.849,182.452,-72.9335,120.989,98.3351,59.2388,91.0788,20.6169,182.048,203.446
3647,0,50.2967,-156.871,255.85,182.506,-73.1011,120.952,98.3439,58.9512,91.1045,20.5418,181.797,203.433
3648,0,50.3182,-156.93,255.856,182.556,-73.2735,120.963,98.4477,58.7355,91.1118,20.5153,181.508,203.423
3649,0,50.3242,-157.012,255.878,182.645,-73.4714,120.933,98.4436,58.4088,91.0892,20.5701,181.202,203.413
3650,0,50.3274,-157.071,255.859,182.736,-73.6675,120.915,98.4596,58.1507,91.0961,20.497,181.034,203.377
3651,0,50.1382,-157.447,255.969,182.811,-73.8792,120.921,98.5089,57.8816,91.1336,20.5801,180.752,203.404
3652,0,50.3095,-157.296,255.911,182.869,-74.1298,120.955,98.4912,57.6036,91.0475,20.5466,180.555,203.392
3653,0,50.2902,-157.362,255.928,182.922,-74.3847,120.951,98.6048,57.3871,91.0552,20.6029,180.365,203.363
3654,0,50.3366,-157.414,255.957,182.949,-74.6111,120.938,98.6365,57.1844,90.9959,20.6764,180.064,203.376
3655,0,50.2771,-157.477,255.969,182.984,-74.8331,120.929,98.622,56.9953,90.944,20.703,179.907,203.385
3656,0,50.3258,-157.549,255.978,182.993,-75.0538,120.871,98.6822,56.8614,91.0288,20.7409,179.684,203.353
3657,0,50.3262,-157.606,255.973,183.046,-75.2213,120.896,98.7557,56.7254,90.9241,20.6963,179.592,203.315
3658,0,50.3731,-157.688,255.971,183.099,-75.3758,120.883,98.7407,56.5392,90.9583,20.565,179.284,203.288
3659,0,50.3977,-157.769,255.962,183.158,-75.4762,120.905,98.7542,56.3939,90.9695,20.4926,179.089,203.344
3660,0,50.443,-157.836,255.996,183.192,-75.5937,120.937,98.7465,56.2415,90.9633,20.4214,178.78,203.404
3661,0,50.4082,-157.872,255.975,183.173,-75.7526,120.909,98.7027,56.1575,90.9484,20.4006,178.679,203.351
3662,0,50.454,-157.937,256,183.209,-75.8288,120.902,98.7546,56.0135,90.9929,20.3744,178.438,203.376
3663,0,50.464,-158.002,255.971,183.233,-75.9297,120.906,98.7674,55.8891,90.9785,20.3324,178.355,203.363
3664,0,50.4679,-158.069,255.967,183.261,-76.0181,120.924,98.7753,55.7895,90.974,20.2182,178.197,203.371
3665,0,50.5025,-158.067,255.977,183.304,-76.1228,120.926,98.7516,55.6063,90.9753,20.1472,178.051,203.387
3666,0,50.4925,-158.174,255.971,183.352,-76.2007,120.938,98.7577,55.5053,90.9703,20.1223,177.927,203.397
3667,0,50.5103,-158.201,255.954,183.364,-76.2947,120.925,98.7859,55.3864,90.9578,20.0911,177.79,203.401
3668,0,50.5065,-158.246,255.968,183.393,-76.3651,120.905,98.7408,55.2613,90.9435,20.1561,177.602,203.422
3669,0,50.5738,-158.205,255.942,183.448,-76.421,120.905,98.7842,55.1398,90.9404,20.1472,177.489,203.416
3670,0,50.5626,-158.258,255.93,183.472,-76.4489,120.933,98.7916,55.0249,90.9291,20.1328,177.351,203.424
3671,0,50.5524,-158.311,255.921,183.462,-76.5437,120.853,98.675,55.0955,90.8701,20.1674,177.251,203.41
3672,0,50.6182,-158.351,255.958,183.488,-76.6166,120.829,98.7001,54.9494,90.8741,20.147,177.18,203.373
3673,0,50.5697,-158.366,255.947,183.485,-76.697,120.832,98.7772,54.6682,90.9435,20.199,177.041,203.407
3674,0,50.5604,-158.375,255.958,183.485,-76.7698,120.832,98.7828,54.5255,90.9489,20.1958,176.945,203.421
3675,0,50.6266,-158.399,255.957,183.477,-76.8063,120.831,98.7352,54.3637,90.9535,20.1585,176.865,203.393
3676,0,50.6457,-158.433,256.025,183.482,-76.8717,120.823,98.7142,54.1581,90.9527,20.1682,176.731,203.364
3677,0,50.6488,-158.456,256.013,183.505,-76.9234,120.821,98.7274,53.9343,90.9729,20.1283,176.658,203.313
3678,0,50.665,-158.498,256.055,183.547,-77.0042,120.798,98.7636,53.7663,90.9797,20.1236,176.508,203.295
3679,0,50.6708,-158.517,256.071,183.572,-77.1534,120.808,98.7889,53.6023,90.9847,20.1919,176.378,203.289
3680,0,50.7132,-158.542,256.081,183.617,-77.3172,120.809,98.8467,53.409,91.0031,20.1686,176.184,203.263
3681,0,50.76,-158.593,256.113,183.667,-77.455,120.813,98.9184,53.2542,91.0395,20.2327,175.988,203.248
3682,0,50.8042,-158.654,256.159,183.742,-77.6317,120.793,98.9547,52.9911,91.0725,20.2058,175.78,203.203
3683,0,50.8186,-158.721,256.145,183.833,-77.8354,120.731,99.0178,52.7385,91.1287,20.186,175.473,203.194
3684,0,50.9464,-158.748,256.152,183.935,-78.091,120.717,99.0892,52.5225,91.1681,20.1964,175.249,203.164
3685,0,51.053,-158.764,256.175,184.03,-78.3483,120.686,99.123,52.2847,91.1843,20.1736,175.027,203.145
3686,0,51.1358,-158.843,256.191,184.128,-78.5647,120.646,99.1479,52.0177,91.1937,20.266,174.685,203.204
3687,0,51.1788,-158.888,256.163,184.286,-78.8348,120.608,99.1916,51.8366,91.1215,20.2614,174.463,203.125
3688,0,51.2351,-158.947,256.151,184.39,-79.0674,120.634,99.2779,51.6474,91.0714,20.2671,174.253,203.102
3689,0,51.3018,-158.999,256.12,184.552,-79.2237,120.702,99.2866,51.3659,91.0313,20.3213,173.873,203.141
3690,0,51.3902,-159.051,256.099,184.708,-79.3698,120.749,99.3697,51.1506,91.0024,20.2846,173.603,203.118
3691,0,51.4654,-159.155,256.15,184.854,-79.5424,120.784,99.4237,50.8994,91.0101,20.313,173.275,203.148
3692,0,51.4955,-159.227,256.162,184.989,-79.7273,120.827,99.4612,50.6227,91.004,20.32,173.009,203.103
3693,0,51.5522,-159.274,256.16,185.093,-79.8847,120.822,99.5111,50.3941,90.999,20.2908,172.718,203.102
3694,0,51.564,-159.361,256.189,185.178,-80.13,120.873,99.5313,50.0874,91.0292,20.3789,172.314,203.093
3695,0,51.5977,-159.503,256.236,185.221,-80.2727,120.9,99.6054,49.8268,91.0443,20.3728,172.154,203.081
3696,0,51.6315,-159.541,256.242,185.294,-80.4874,120.937,99.6254,49.587,91.1066,20.4662,171.929,203.096
3697,0,51.6277,-159.676,256.286,185.318,-80.6001,120.864,99.6009,49.2527,91.1744,20.483,171.645,203.159
